Omega,switch_rate,mean_sigma_z_full,mean_sigma_z_effective,stationary_trace_distance,relative_spectral_distance,zero_frequency_spectrum_ratio,slowest_visible_decay_rate,sigma_full,sigma_hidden
0.0,1.412537544622754,-0.44683635022323265,-0.4015019152808916,0.022667217471170537,0.07585725056748784,1.0827484351722079,1.8063890781010068,0.0843553866131456,0.08435538661314555
0.0,1.6788040181225607,-0.4419750948242246,-0.4015019152808916,0.020236589771666508,0.06766709519709836,1.074731241901806,1.8619332173626528,0.08950595626020491,0.08950595626020488
0.0,1.9952623149688788,-0.43740008026262955,-0.4015019152808916,0.01794908249086899,0.06006823648466957,1.0672095356651052,1.913072380845995,0.09435324964466964,0.09435324964466967
0.0,2.371373705661655,-0.43314848599356826,-0.4015019152808916,0.01582328535633834,0.053056961803287055,1.060143181893965,1.9592306500214924,0.09885787460189902,0.09885787460189911
0.0,2.818382931264452,-0.4292435681829572,-0.4015019152808916,0.013870826451032825,0.046628891983057565,1.0535269035168568,2.000206005018658,0.10299519089136994,0.1029951908913699
0.0,3.3496543915782757,-0.4256955462665948,-0.4015019152808916,0.012096815492851604,0.040777063651433645,1.0473722522581583,2.0360956678606406,0.10675437087464065,0.10675437087464075
0.0,3.981071705534969,-0.4225032648861816,-0.4015019152808916,0.010500674802645021,0.03548993178607253,1.0416945029325217,2.0672029055651335,0.1101366386703593,0.11013663867035933
0.0,4.731512589614803,-0.41965630262695897,-0.4015019152808916,0.009077193673033696,0.030749938508535773,1.0365043228422592,2.093950311368565,0.11315303591656597,0.11315303591656609
0.0,5.623413251903491,-0.41713722778164697,-0.4015019152808916,0.007817656250377697,0.026532997131801135,1.031803473745985,2.1168119046701372,0.11582203175652561,0.11582203175652549
0.0,6.683439175686142,-0.41492376665512753,-0.4015019152808916,0.00671092568711798,0.02280892021092436,1.0275835267506812,2.136266382630655,0.11816722548889427,0.11816722548889443
0.0,7.943282347242813,-0.412990728211144,-0.4015019152808916,0.005744406465126223,0.019542586205346716,1.0238265546915477,2.1527685082067967,0.12021530737700328,0.12021530737700326
0.0,9.440608762859226,-0.411311602452493,-0.4015019152808916,0.0049048435858007056,0.01669553084289125,1.0205069157088085,2.1667339168128197,0.12199436514217818,0.12199436514217818
0.0,11.220184543019629,-0.40985980878118405,-0.4015019152808916,0.00417894675014624,0.014227650920812147,1.017593462413137,2.178532890604731,0.12353256130828835,0.12353256130828831
0.0,13.33521432163324,-0.40860961138095186,-0.4015019152808916,0.003553848050030145,0.01209877815023877,1.0150517351386483,2.1884896369676503,0.12485716334087882,0.12485716334087868
0.0,15.848931924611142,-0.4075367426038332,-0.4015019152808916,0.003017413661470819,0.010269975146439571,1.0128458869911783,2.196884654718972,0.12599388316017324,0.1259938831601729
0.0,18.83649089489798,-0.406618785910808,-0.4015019152808916,0.002558435314958224,0.008704493365499022,1.0109402285828357,2.2039586235709514,0.12696647140998546,0.12696647140998538
0.0,22.38721138568338,-0.4058353711915087,-0.4015019152808916,0.0021667279553085617,0.007368397813477515,1.0093003727722154,2.209916863960148,0.12779651051369215,0.12779651051369176
0.0,26.607250597988084,-0.40516823094044874,-0.4015019152808916,0.001833157829778581,0.006230902358236884,1.0078940131748804,2.2149338213055803,0.12850335515471695,0.12850335515471664
