switch_rate,p_excited_hot,p_ground_hot,p_excited_cold,p_ground_cold,J_hot_numeric,J_cold_numeric,J_hot_exact,FCS_mean_hot_quanta,FCS_variance_rate,Fano_factor,entropy_production_example
0.5623413251903491,0.1648496107819335,0.33515038921806656,0.10670786569069501,0.39329213430930504,0.0326955059834865,-0.0326955059834865,0.03269550598348651,0.03269550600110832,0.046223058020045116,1.413743467327841,0.04904325897522975
0.6309573444801936,0.1635638242885217,0.3364361757114784,0.10909575489274556,0.39090424510725447,0.03436702842492184,-0.0343670284249219,0.034367028424921835,0.03436702844430983,0.04861601954342376,1.414612253200877,0.05155054263738276
0.707945784384138,0.16230177569581491,0.33769822430418495,0.11143955942205797,0.3885604405779421,0.03600769159544054,-0.03600769159544057,0.03600769159544057,0.03600769162143136,0.05097537392195761,1.415680140173653,0.05401153739316081
0.7943282347242822,0.16107090540707175,0.33892909459292825,0.11372546138686676,0.38627453861313316,0.037607822970806754,-0.03760782297080675,0.03760782297080674,0.0376078229913368,0.053287685375380534,1.416930870676978,0.05641173445621013
0.8912509381337459,0.15987789086238194,0.3401221091376181,0.11594105982700507,0.3840589401729949,0.0391587418789035,-0.03915874187890355,0.03915874187890353,0.03915874189575064,0.05554090520831778,1.4183526466754255,0.058738112818355254
1.0,0.15872852233676976,0.34127147766323024,0.11807560137457046,0.38192439862542954,0.04065292096219933,-0.04065292096219932,0.04065292096219931,0.040652920981765206,0.057722782109692616,1.4198926108060985,0.060979381443298994
1.122018454301963,0.1576276206334336,0.3423723793665664,0.12012013310933761,0.3798798668906624,0.04208409317653633,-0.04208409317653634,0.04208409317653633,0.04208409320582973,0.059824412090847545,1.421544520354791,0.0631261397648045
1.2589254117941688,0.1565789970540948,0.34342100294590516,0.12206757689953823,0.37793242310046177,0.04344730382967674,-0.043447303829676764,0.043447303829676744,0.04344730385241746,0.061837091003269506,1.42326647502268,0.0651709557445151
1.4125375446227555,0.15558545317314199,0.3444145468268581,0.12391272982130791,0.3760872701786921,0.044738910874915494,-0.044738910874915536,0.0447389108749155,0.044738910899844164,0.06375499017607922,1.4250456458094354,0.06710836631237324
1.584893192461114,0.15464881567158067,0.3453511843284193,0.12565219946706457,0.3743478005329354,0.045956539626945125,-0.0459565396269452,0.04595653962694518,0.04595653965600022,0.06557276943652823,1.4268430549245426,0.06893480944041769
1.7782794100389228,0.15376999994131466,0.34623000005868537,0.12728428582327284,0.37271571417672716,0.047099000076290976,-0.04709900007629099,0.04709900007629098,0.047099000106132216,0.06728720913784514,1.4286334951107476,0.07064850011443646
1.9952623149688788,0.1529490953778812,0.34705090462211885,0.12880882286964923,0.3711911771303508,0.048166176008754474,-0.04816617600875446,0.04816617600875446,0.04816617603542461,0.06889731007930777,1.4304085511923574,0.07224926401313171
2.2387211385683425,0.15218546517439555,0.3478145348256044,0.13022699324755127,0.36977300675244873,0.04915889527328578,-0.049158895273285895,0.049158895273285846,0.04915889530443529,0.07040232841148963,1.4321381303525282,0.07373834290992867
2.5118864315095824,0.15147785388079935,0.3485221461192007,0.131541128507087,0.368458871492913,0.05007878995496086,-0.0500787899549609,0.05007878995496087,0.05007878998486426,0.07180382954885545,1.4338171822952857,0.0751181849324413
2.818382931264455,0.15082449683850552,0.3491755031614945,0.13275450587134685,0.36724549412865315,0.050928154109942836,-0.0509281541099428,0.050928154109942815,0.050928154140539306,0.07310356764378412,1.4354254317179929,0.07639223116491425
3.1622776601683795,0.1502232266762282,0.3497767733237718,0.13387115045843334,0.36612884954156666,0.05170980532090334,-0.05170980532090333,0.051709805320903336,0.0517098053520737,0.07430480675196804,1.4369577732125078,0.07756470798135501
3.5481338923357533,0.14967157321158714,0.3503284267884128,0.1348956497499097,0.3651043502500903,0.052426954824936686,-0.05242695482493679,0.052426954824936756,0.05242695485796478,0.0754110218714743,1.4384017167462426,0.07864043223740502
3.9810717055349776,0.14916685422919768,0.3508331457708023,0.13583298500291863,0.3641670149970814,0.053083089502043046,-0.053083089502043046,0.05308308950204303,0.05308308954177221,0.076427086881381,1.439763351024226,0.07962463425306457
4.4668359215096345,0.1487062556188688,0.3512937443811313,0.1366883824221009,0.3633116175778991,0.05368186769547062,-0.05368186769547064,0.05368186769547062,0.0536818677315809,0.07735708740241876,1.4410282404706605,0.08052280154320593
5.011872336272725,0.1482869002103157,0.3517130997896843,0.13746718532369956,0.36253281467630044,0.054227029726589604,-0.0542270297265897,0.05422702972658966,0.05422702976598526,0.07820745162590015,1.4422226694584144,0.0813405445898844
5.623413251903491,0.14790590531476572,0.35209409468523434,0.13817474727257817,0.36182525272742183,0.05472232309080462,-0.054722323090804714,0.054722323090804666,0.05472232312897507,0.07898185439003669,1.4433205659760517,0.08208348463620693
6.309573444801943,0.147560429481464,0.352439570518536,0.13881634524870984,0.36118365475129016,0.055171441674096836,-0.05517144167409689,0.05517144167409688,0.05517144171407473,0.07968592452556322,1.4443328296283153,0.08275716251114526
7.0794578438413875,0.14724770931486766,0.35275229068513236,0.1393971112723889,0.3606028887276111,0.05557797789067205,-0.05557797789067223,0.05557797789067216,0.05557797794153441,0.08032482456954426,1.445263529631151,0.08336696683600808
7.943282347242821,0.14696508740049646,0.3530349125995035,0.13992198054193522,0.3600780194580648,0.05594538637935456,-0.05594538637935466,0.055945386379354624,0.05594538642295088,0.08090307312969003,1.4461080404031417,0.08391807956903184
8.91250938133746,0.14671003248112513,0.35328996751887487,0.1403956539636248,0.3596043460363752,0.05627695777453734,-0.05627695777453737,0.05627695777453736,0.056276957822176676,0.08142634344565636,1.4468860186605401,0.08441543666180601
10.0,0.14648015303682452,0.35351984696317557,0.14082257293161168,0.35917742706838834,0.056575801052128186,-0.056575801052128186,0.05657580105212817,0.056575801096192535,0.08189902089839052,1.447598077473837,0.08486370157819229
11.220184543019652,0.1462732053762162,0.3537267946237838,0.14120690430131244,0.35879309569868756,0.05684483301091896,-0.05684483301091871,0.05684483301091879,0.056844833045133214,0.08232563519783298,1.4482518601553236,0.08526724951637843
12.589254117941687,0.14608709726235136,0.35391290273764864,0.14155253365563336,0.35844746634436664,0.05708677355894323,-0.05708677355894336,0.0570867735589433,0.05708677362492587,0.08270888418593358,1.4488274417004414,0.08563016033841485
14.125375446227554,0.14591988799097466,0.35408011200902534,0.14186306515961855,0.35813693484038145,0.05730414561173294,-0.05730414561173299,0.057304145611732964,0.0573041456408685,0.08305380827522413,1.4493507816298605,0.08595621841759941
15.848931924611142,0.14576978572381982,0.3542302142761802,0.1421418265129063,0.3578581734870937,0.057499278559034236,-0.05749927855903442,0.05749927855903435,0.05749927861870008,0.08336428769517568,1.4498318882919639,0.08624891783855135
17.78279410038923,0.14563514276375988,0.3543648572362401,0.14239187772444584,0.35760812227555416,0.05767431440711217,-0.057674314407112084,0.05767431440711211,0.05767431444564375,0.08364389736392752,1.4502798718614904,0.08651147161066824
19.95262314968883,0.14551444934807686,0.3544855506519231,0.14261602263928586,0.35738397736071414,0.057831215847500075,-0.0578312158475001,0.05783121584750009,0.05783121589303386,0.08389225425453617,1.4506396408767455,0.08674682377125012
22.387211385683422,0.14540632643444393,0.3545936735655561,0.14281682233603282,0.3571831776639672,0.05797177563522293,-0.05797177563522298,0.05797177563522296,0.05797177568822587,0.0841172020926706,1.45100268353096,0.0869576634528344
25.11886431509582,0.14530951786342974,0.35469048213657023,0.14299660968220174,0.35700339031779826,0.058097626777541336,-0.058097626777541225,0.05809762677754126,0.05809762685965447,0.08431873532721568,1.451328391276689,0.08714644016631201
28.18382931264455,0.14522288220213148,0.3547771177978685,0.14315750448175502,0.356842495518245,0.05821025313722909,-0.058210253137228524,0.05821025313722871,0.058210253165991155,0.08449920763098362,1.4516206859645058,0.08731537970584363
31.622776601683793,0.14514538450582307,0.3548546154941769,0.14330142877489827,0.3566985712251018,0.05831100014243,-0.05831100014242878,0.05831100014242921,0.05831100014258572,0.08465879663965836,1.4518495040840553,0.087466500213645
35.481338923357605,0.14507608817760104,0.35492391182239896,0.14343012195588462,0.3565698780441154,0.05840108536911866,-0.05840108536911924,0.05840108536911903,0.058401085494541594,0.08480298130386643,1.4520788541129508,0.087601628053678
39.81071705534978,0.14501414705893714,0.3549858529410629,0.1435451554619741,0.3564548445380259,0.058481608823381756,-0.05848160882338187,0.05848160882338183,0.05848160882171438,0.08493398206965708,1.452319520288588,0.08772241323507263
44.668359215096345,0.14495879784573013,0.35504120215426993,0.1436479468579293,0.3563520531420707,0.05855356280055088,-0.05855356280055052,0.05855356280055063,0.05855356286027513,0.08505006143799676,1.4525172727908897,0.08783034420082632
50.11872336272725,0.14490935289362686,0.35509064710637317,0.14373977319755105,0.35626022680244895,0.058617841238285104,-0.05861784123828573,0.05861784123828552,0.05861784128036174,0.08515198546277247,1.4526632779856439,0.08792676185742765
56.23413251903491,0.14486519345207938,0.3551348065479207,0.143821783588996,0.356178216411004,0.05867524851229684,-0.058675248512297204,0.05867524851229707,0.058675248564288296,0.08524079220251224,1.4527555364186837,0.08801287276844527
63.09573444801943,0.14482576334766015,0.3551742366523398,0.14389501092577617,0.35610498907422383,0.05872650764804181,-0.058726507648043325,0.05872650764804279,0.05872650773119936,0.08532332618216287,1.4528929009826603,0.08808976147206271
70.79457843841388,0.14479056312267022,0.35520943687732975,0.14396038277218398,0.356039617227816,0.058772267940528714,-0.0587722679405288,0.05877226794052875,0.05877226786604739,0.08539743912017173,1.453022696262256,0.08815840191079308
79.43282347242821,0.1447591446243019,0.35524085537569816,0.14401873141201288,0.3559812685879871,0.05881311198840758,-0.05881311198840902,0.058813111988408495,0.058813112138178525,0.0854608050993022,1.453091019882033,0.08821966798261137
89.12509381337459,0.1447311060316947,0.3552688939683053,0.1440708030839971,0.3559291969160029,0.0588495621587969,-0.05884956215879798,0.05884956215879759,0.05884956213869641,0.08552034080899773,1.4532026696722693,0.08827434323819536
100.0,0.14470608730277368,0.3552939126972263,0.14411726643770972,0.3558827335622903,0.05888208650639422,-0.0588820865063968,0.0588820865063959,0.05888208656185112,0.08557329844727235,1.4532993554395215,0.08832312975959133
112.20184543019653,0.1446837660190198,0.3553162339809802,0.14415872025039272,0.3558412797496073,0.05891110417527427,-0.058911104175274905,0.058911104175274676,0.058911104281467175,0.08562589526306397,1.4534763234781356,0.0883666562629114
