Omega,switch_rate,excited_population,coherence_l1,J_hot,J_cold,drive_power,sigma_full,sigma_coarse,sigma_hidden,FCS_mean_hot,FCS_variance_hot,Fano_hot
1.5,0.12589254117941676,0.40734693623823237,0.3077852036586551,-0.07444347436003196,-0.1563954283839594,0.23083890274399133,0.35745694138393797,0.19641537739524753,0.16104156398869043,-0.07444347648276532,0.2689390051157657,3.612660475065652
1.5,0.1412537544622754,0.40707362874349706,0.3079037560918963,-0.0749852695375019,-0.1559425475314202,0.23092781706892224,0.3568762567853415,0.19649103249705022,0.1603852242882913,-0.07498527139558417,0.2658012810152855,3.5447131959162097
1.5,0.15848931924611143,0.40677377077708454,0.30802217290238476,-0.07556710472597877,-0.15544952495080974,0.23101662967678857,0.35623931273720677,0.19656660105020213,0.15967271168700464,-0.07556710635140843,0.26328430915278467,3.484112623400427
1.5,0.1778279410038923,0.4064457940085129,0.30813760295656345,-0.07618827252823723,-0.1549149296891854,0.2311032022174226,0.35554282289531314,0.19664026358298403,0.1589025593123291,-0.07618827394107101,0.26136806654314687,3.430555031937146
1.5,0.19952623149688808,0.4060883154390999,0.30824645193127936,-0.07684698186809963,-0.15433785708035988,0.23118483894845954,0.35478390328157955,0.1967097263518038,0.15807417692977574,-0.0768469830969932,0.2600420559554225,3.3838941423010427
1.5,0.223872113856834,0.40570022756792856,0.3083442985209409,-0.07754013096135004,-0.15371809292935573,0.2312582238907057,0.3539602644355215,0.19677216786818208,0.1571880965673394,-0.07754013202247081,0.2593037352296915,3.344122952415742
1.5,0.25118864315095824,0.40528080339129824,0.30842583042045485,-0.07826307920641373,-0.1530562936089274,0.23131937281534115,0.353070434741703,0.19682419804579424,0.15624623669590879,-0.07826308011843044,0.25915847675420295,3.311375892209139
1.5,0.2818382931264455,0.4048298141041911,0.3084848135521779,-0.07900943577605668,-0.15235417438807675,0.23136361016413343,0.3521140102417875,0.19686183856242603,0.15525217167936148,-0.07900943655434574,0.25961841125633844,3.285916500338069
1.5,0.31622776601683794,0.4043476550643802,0.3085141105010648,-0.07977088888193201,-0.15161469399386662,0.2313855828757986,0.35109192131689243,0.19688053462449712,0.1542113866923953,-0.07977088954173703,0.2607008358371799,3.268119953717932
1.5,0.3548133892335757,0.40383547271204395,0.30850576553737175,-0.08053710555380383,-0.1508422185992251,0.2313793241530288,0.35000670053073246,0.196875209224921,0.15313149130581147,-0.08053710610426196,0.2624268469209802,3.2584588597117814
1.5,0.3981071705534973,0.40329528192474756,0.30845117303804004,-0.08129573602436846,-0.1500426437541616,0.23133837977853003,0.34886272912294425,0.1968403706224419,0.15202235850050236,-0.08129573647860205,0.2648187786046762,3.257474377815366
1.5,0.4466835921509635,0.40273006016498325,0.30834134256731255,-0.08203255769994572,-0.1492234492255387,0.23125600692548443,0.34766643307104483,0.19677028150476825,0.1508961515662766,-0.0820325580641475,0.2678976730730201,3.2657481297063846
1.5,0.5011872336272725,0.4021438024256526,0.30816726648232895,-0.08273178926544955,-0.14839366059629716,0.2311254498617467,0.34642639475186404,0.1966591935787695,0.14976720117309456,-0.08273178955281908,0.2716802091566545,3.283867188479026
1.5,0.5623413251903491,0.4015415202759737,0.30792038432295776,-0.08337659399286929,-0.14756369424934884,0.23094028824221832,0.34515334489441923,0.196501643924242,0.14865170097017724,-0.08337659419838603,0.2761754734484466,3.3123861211135046
1.5,0.6309573444801936,0.40092917017707375,0.30759312297716457,-0.08394977199692155,-0.14674507023595196,0.23069484223287343,0.34386000367005687,0.19629279970438773,0.14756720396566914,-0.08394977213472045,0.2813813311599093,3.3517819525269914
1.5,0.707945784384138,0.40031350136397215,0.3071794745007417,-0.0844346149272856,-0.14594999094827044,0.23038460587555626,0.3425607508529122,0.19602882690569612,0.1465319239472161,-0.08443461500260963,0.2872812955271537,3.4024113868260626
1.5,0.7943282347242822,0.399701822092554,0.3066755576624429,-0.08481586663503765,-0.14519080161179457,0.2300066682468322,0.3412711232046117,0.1957072486920794,0.14556387451253233,-0.08481586665137279,0.293842179880452,3.4644718197393556
1.5,0.8912509381337459,0.3991016941539911,0.30608009884070153,-0.08508070525643818,-0.14447936887408794,0.22956007413052615,0.3400071609020388,0.19532725229262482,0.144679908609414,-0.08508070522166686,0.3010128998901838,3.5379690272422324
1.5,1.0,0.3985205774988987,0.3053947667961556,-0.08521964289435169,-0.14382643220276503,0.22904607509711672,0.3387846501421411,0.19488990263913136,0.14389474750300973,-0.0852196427974421,0.3087240149215339,3.622686094276851
1.5,1.1220184543019642,0.39796545707164255,0.3046243066214409,-0.08522723519784847,-0.14324099476823238,0.22846822996608068,0.3376183306551738,0.19439822784714758,0.14322010280802625,-0.08522723505600102,0.3168895619555218,3.718172503746019
1.5,1.2589254117941675,0.3974424898846931,0.3037764406487237,-0.08510250845872991,-0.14272982202781284,0.22783233048654278,0.3365211491308636,0.1938571559793895,0.14266399315147413,-0.08510250826187717,0.32541008977282687,3.8237426418910707
1.5,1.4125375446227555,0.3969567100341378,0.30286153482454525,-0.08484904555018047,-0.14229710556822894,0.22714615111840894,0.33550363846656617,0.19327330214041066,0.1422303363261555,-0.08484904530695528,0.3341761119977781,3.938478161879623
1.5,1.584893192461114,0.3965118223062254,0.3018920619018105,-0.08447471819578656,-0.14194432823057163,0.22641904642635788,0.3345734873786152,0.1926546259086427,0.14191886146997248,-0.08447471792033295,0.3430742126373679,4.06126496877938
1.5,1.7782794100389228,0.3961101025523032,0.3008819206168955,-0.08399110199844645,-0.14167033846422555,0.22566144046267161,0.333735338127519,0.19200999686429424,0.14172534126322475,-0.0839911016741101,0.35199160076977104,4.190820143489926
1.5,1.9952623149688808,0.3957524078512555,0.29984568688530244,-0.08341265182849555,-0.14147161333548144,0.22488426516397683,0.3329908177680602,0.19134871673438156,0.14164210103367866,-0.0834126514628562,0.36082113445210023,4.325736301678104
1.5,2.23872113856834,0.3954382849502274,0.29879787603467767,-0.08275574038666267,-0.14134266663934583,0.22409840702600825,0.33233877751068924,0.19068004858133894,0.1416587289293503,-0.0827557399894676,0.36946603493639985,4.464536659129894
1.5,2.5118864315095824,0.39516615445057646,0.2977522849491746,-0.08203766847955657,-0.14127654523232455,0.22331421371188095,0.33177569155238307,0.19001279698763343,0.14176289456474964,-0.08203766805062798,0.3778422253854654,4.605716305250014
